C:\Program Files\nodejs\node.exe .\dist\src\server.js -debug
> Express ready on http://localhost:3003 : debug=true, pdok=false, runpdok=false
CHILD got start-message
Upload in bestand gezet: ./appdata/publish/temp/gwsw_datamodel_upload.ttl
PARENT got started-message
Molgoot - Klasse met attributen zijn exclusief SW: Volgens KlassenAttributen (de klasse + attributen zijn allen SW)
"Multifunctioneel gebied";"Klasse is IMBOR-Kern"
"Muur";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"herbeoordeelde belastingklasse";"Attribuut is IMBOR-Kern"
"originele belastingklasse";"Attribuut is IMBOR-Kern"
"valbescherming";"Attribuut is IMBOR-Kern"
"zichtbaar";"Attribuut is IMBOR-Kern"
"Natuurgebied";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Nutsaansluiting";"Klasse is IMBOR-Kern"
"tijdelijk";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Obstakelbeveiliger";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Onderdoorgang";"Klasse is IMBOR-Kern"
"doorrijhoogte";"Attribuut is IMBOR-Kern"
"doorrijbreedte";"Attribuut is IMBOR-Kern"
"modaliteit";"Attribuut is IMBOR-Kern"
"afstand tot wegas";"Attribuut is IMBOR-Kern"
"wegnummer";"Attribuut is IMBOR-Kern"
Ontluchtingsleiding - Term is exclusief SW: Staat niet in KlassenAttributen maar heeft wel exclusief Zoekingang Stedelijk Water
"Onttrekkingsput";"Klasse is IMBOR-Kern"
"Open loods";"Klasse is IMBOR-Kern"
"Ophangconstructie";"Klasse is IMBOR-Kern"
"Oplaadpaal";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"laadvermogen";"Attribuut is IMBOR-Kern"
"aansluitingsrol";"Attribuut is IMBOR-Kern"
"type schakeling";"Attribuut is IMBOR-Kern"
"meternummer";"Attribuut is IMBOR-Kern"
"metermodelnaam";"Attribuut is IMBOR-Kern"
"evse-id";"Attribuut is IMBOR-Kern"
"Opslagbak";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Opslagcontainer";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"verplaatsbaar";"Attribuut is IMBOR-Kern"
"Opslagtank";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"boven- of ondergronds";"Attribuut is IMBOR-Kern"
"Opstelplaats";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Opvangzone";"Klasse is IMBOR-Kern"
"Opzetstuk";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Overkapping";"Klasse is IMBOR-Kern"
"Overkluizing";"Klasse is IMBOR-Kern"
"doorloophoogte";"Attribuut is IMBOR-Kern"
"doorvaarthoogte";"Attribuut is IMBOR-Kern"
"doorvaartbreedte";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"afstand tot wegas";"Attribuut is IMBOR-Kern"
"herbeoordeelde belastingklasse";"Attribuut is IMBOR-Kern"
"originele belastingklasse";"Attribuut is IMBOR-Kern"
"Overstap";"Klasse is IMBOR-Kern"
"Overstortmeter";"Klasse is IMBOR-Kern"
"OV-voorziening";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
"Paal";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"botsklasse";"Attribuut is IMBOR-Kern"
"masttopdiameter";"Attribuut is IMBOR-Kern"
"botsvriendelijk";"Attribuut is IMBOR-Kern"
"oppervlaktebehandeling";"Attribuut is IMBOR-Kern"
"typenummer";"Attribuut is IMBOR-Kern"
"Paddenstoel";"Klasse is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"Gebouw";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"huisnummer";"Attribuut is IMBOR-Kern"
"nummeraanduidingreeks";"Attribuut is IMBOR-Kern"
"aard";"Attribuut is IMBOR-Kern"
"bruto vloeroppervlak";"Attribuut is IMBOR-Kern"
"grootboeknummer";"Attribuut is IMBOR-Kern"
"gebruikstatus";"Attribuut is IMBOR-Kern"
"verfoppervlakte";"Attribuut is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"hoogte";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
"zettingsgevoeligheid";"Attribuut is IMBOR-Kern"
"constructietype";"Attribuut is IMBOR-Kern"
"maaiveldhoogte";"Attribuut is IMBOR-Kern"
"oppervlakte";"Attribuut is IMBOR-Kern"
"vorm";"Attribuut is IMBOR-Kern"
"inhoud";"Attribuut is IMBOR-Kern"
"anti-graffiti voorziening";"Attribuut is IMBOR-Kern"
"gebouwencomplex";"Attribuut is IMBOR-Kern"
"bouwjaar";"Attribuut is IMBOR-Kern"
"Parkeerautomaat";"Klasse is IMBOR-Kern"
"reclame";"Attribuut is IMBOR-Kern"
"Parkeerdek";"Klasse is IMBOR-Kern"
"Parkeermeubilair";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Parkeervoorziening";"Klasse is IMBOR-Kern"
"aantal parkeerplaatsen";"Attribuut is IMBOR-Kern"
"modaliteit";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
Peilbuis - Klasse met attributen zijn exclusief SW: Volgens KlassenAttributen (de klasse + attributen zijn allen SW)
Pendelstuk - Term is exclusief SW: Staat niet in KlassenAttributen maar heeft wel exclusief Zoekingang Stedelijk Water
"Pergola";"Klasse is IMBOR-Kern"
"Perron";"Klasse is IMBOR-Kern"
Pigging-installatie - Term is exclusief SW: Staat niet in KlassenAttributen maar heeft wel exclusief Zoekingang Stedelijk Water
"Plantenbak";"Klasse is IMBOR-Kern"
"soort plantenbak";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"Poller";"Klasse is IMBOR-Kern"
"type bediening";"Attribuut is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
Pomp - Klasse met attributen zijn exclusief SW: Volgens KlassenAttributen (de klasse + attributen zijn allen SW)
"Ponton";"Klasse is IMBOR-Kern"
"Portaal";"Klasse is IMBOR-Kern"
"doorrijbreedte";"Attribuut is IMBOR-Kern"
"doorrijhoogte";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Postcodegebied";"Klasse is IMBOR-Kern"
"Project";"Klasse is IMBOR-Kern"
"startjaar";"Attribuut is IMBOR-Kern"
"uitvoeringsjaar";"Attribuut is IMBOR-Kern"
"projectstatus";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Raaipaal";"Klasse is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"Reclamebord";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"reclame";"Attribuut is IMBOR-Kern"
"opschrift";"Attribuut is IMBOR-Kern"
"letterhoogteklasse opschrift";"Attribuut is IMBOR-Kern"
"stijl opschrift";"Attribuut is IMBOR-Kern"
"Recreatiegebied";"Klasse is IMBOR-Kern"
"Referentiemicrofoon";"Klasse is IMBOR-Kern"
"Regenmeter";"Klasse is IMBOR-Kern"
"Remmingswerk";"Klasse is IMBOR-Kern"
"Rijbaan";"Klasse is IMBOR-Kern"
"afritnummer";"Attribuut is IMBOR-Kern"
"afritnaam";"Attribuut is IMBOR-Kern"
"modaliteit";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"inhalen toegestaan van landbouwvoertuig";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
"aantal rijstroken";"Attribuut is IMBOR-Kern"
Rioolleiding - Klasse met attributen zijn exclusief SW: Volgens KlassenAttributen (de klasse + attributen zijn allen SW)
Rioolput - Klasse met attributen zijn exclusief SW: Volgens KlassenAttributen (de klasse + attributen zijn allen SW)
"Roltrap";"Klasse is IMBOR-Kern"
"Rookpaal";"Klasse is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"Rooster";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"belastingklasse DIN19580/EN1433";"Attribuut is IMBOR-Kern"
"Routepaal";"Klasse is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"Scheepvaartbord";"Klasse is IMBOR-Kern"
"bordcode";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"opschrift";"Attribuut is IMBOR-Kern"
"letterhoogteklasse opschrift";"Attribuut is IMBOR-Kern"
"stijl opschrift";"Attribuut is IMBOR-Kern"
"Schoolzonepaal";"Klasse is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"Sirene";"Klasse is IMBOR-Kern"
"Slagboominstallatie";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
Slokop - Term is exclusief SW: Staat niet in KlassenAttributen maar heeft wel exclusief Zoekingang Stedelijk Water
"Sluis";"Klasse is IMBOR-Kern"
"hoogte sluiskolken";"Attribuut is IMBOR-Kern"
"afstandsbediening";"Attribuut is IMBOR-Kern"
"boezemnaam";"Attribuut is IMBOR-Kern"
"streefpeil";"Attribuut is IMBOR-Kern"
"bedieningstijden";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"type bediening";"Attribuut is IMBOR-Kern"
"Snellaadstation";"Klasse is IMBOR-Kern"
"Solitaire plant";"Klasse is IMBOR-Kern"
"hoogte";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Spandraad";"Klasse is IMBOR-Kern"
"Speelterrein";"Klasse is IMBOR-Kern"
"huisnummer";"Attribuut is IMBOR-Kern"
"WAS";"Attribuut is IMBOR-Kern"
"leeftijd doelgroep";"Attribuut is IMBOR-Kern"
"jaar herinrichting";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"inspectievolgorde";"Attribuut is IMBOR-Kern"
"Speeltoestel";"Klasse is IMBOR-Kern"
"leeftijd doelgroep";"Attribuut is IMBOR-Kern"
"aantal plaatsen";"Attribuut is IMBOR-Kern"
"vorm";"Attribuut is IMBOR-Kern"
"WAS";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"component";"Attribuut is IMBOR-Kern"
"verplaatsbaar";"Attribuut is IMBOR-Kern"
"gemakkelijk toegankelijk";"Attribuut is IMBOR-Kern"
"mindervaliden";"Attribuut is IMBOR-Kern"
"rolstoelgebruik";"Attribuut is IMBOR-Kern"
"toestelgroep";"Attribuut is IMBOR-Kern"
"toesteltype";"Attribuut is IMBOR-Kern"
"Spooras";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"type spoor";"Attribuut is IMBOR-Kern"
"Sportvoorziening";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"verplaatsbaar";"Attribuut is IMBOR-Kern"
"Sporttoestel";"Klasse is IMBOR-Kern"
"WAS";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"component";"Attribuut is IMBOR-Kern"
"verplaatsbaar";"Attribuut is IMBOR-Kern"
"type sport";"Attribuut is IMBOR-Kern"
"toesteltype";"Attribuut is IMBOR-Kern"
"Sportveld";"Klasse is IMBOR-Kern"
"serienummer";"Attribuut is IMBOR-Kern"
"leeftijd doelgroep";"Attribuut is IMBOR-Kern"
"waterbuffer";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"WAS";"Attribuut is IMBOR-Kern"
"type sport";"Attribuut is IMBOR-Kern"
"gebruiksvorm";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Sproeikop";"Klasse is IMBOR-Kern"
"Bebouwingskern";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"alternatieve naam";"Attribuut is IMBOR-Kern"
"Stadsverwarming";"Klasse is IMBOR-Kern"
"Stapsteen";"Klasse is IMBOR-Kern"
"Steiger";"Klasse is IMBOR-Kern"
"anti-slip";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Stiltegebied";"Klasse is IMBOR-Kern"
"Stormanker";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Strandoriëntatiepaal";"Klasse is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"Strandpaal";"Klasse is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"Strekdam";"Klasse is IMBOR-Kern"
"Strook";"Klasse is IMBOR-Kern"
"richtingnummer";"Attribuut is IMBOR-Kern"
"modaliteit";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"maximale lengte voertuig";"Attribuut is IMBOR-Kern"
"maximale hoogte voertuig";"Attribuut is IMBOR-Kern"
"maximale breedte voertuig";"Attribuut is IMBOR-Kern"
"maximaal gewicht voertuig";"Attribuut is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
"Stuw";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"type bediening";"Attribuut is IMBOR-Kern"
"kerende hoogte boven waterlijn";"Attribuut is IMBOR-Kern"
"Tafel";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"verplaatsbaar";"Attribuut is IMBOR-Kern"
"Telefooncel";"Klasse is IMBOR-Kern"
"Telpaal";"Klasse is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"Toegangshekinstallatie";"Klasse is IMBOR-Kern"
"Toegangstrap";"Klasse is IMBOR-Kern"
"Toeritdoseerinstallatie";"Klasse is IMBOR-Kern"
"Toiletvoorziening";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"verplaatsbaar";"Attribuut is IMBOR-Kern"
"Transferium";"Klasse is IMBOR-Kern"
Transportleiding - Klasse met attributen zijn exclusief SW: Volgens KlassenAttributen (de klasse + attributen zijn allen SW)
"Trap";"Klasse is IMBOR-Kern"
"Tribune";"Klasse is IMBOR-Kern"
"Tunnel";"Klasse is IMBOR-Kern"
"doorrijhoogte";"Attribuut is IMBOR-Kern"
"doorrijbreedte";"Attribuut is IMBOR-Kern"
"modaliteit";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"aantal tunnelbuizen";"Attribuut is IMBOR-Kern"
"afstand tot wegas";"Attribuut is IMBOR-Kern"
"type bediening";"Attribuut is IMBOR-Kern"
"wegnummer";"Attribuut is IMBOR-Kern"
"Tunnelventilatie";"Klasse is IMBOR-Kern"
"Uithouder";"Klasse is IMBOR-Kern"
"tilthoek";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"uithouderconstructie";"Attribuut is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"typenummer";"Attribuut is IMBOR-Kern"
"Uitkijktoren";"Klasse is IMBOR-Kern"
Uitlaatconstructie - Klasse met attributen zijn exclusief SW: Volgens KlassenAttributen (de klasse + attributen zijn allen SW)
Vacuümopslagtank - Term is exclusief SW: Staat niet in KlassenAttributen maar heeft wel exclusief Zoekingang Stedelijk Water
"Veerverbinding";"Klasse is IMBOR-Kern"
"modaliteit";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Vegetatiedak";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"hoogte";"Attribuut is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
"oppervlakte";"Attribuut is IMBOR-Kern"
"bergend oppervlak";"Attribuut is IMBOR-Kern"
"bergend vermogen";"Attribuut is IMBOR-Kern"
Veiligheidsvoorziening - Klasse met attributen zijn exclusief SW: Volgens KlassenAttributen (de klasse + attributen zijn allen SW)
"Verblindingswering";"Klasse is IMBOR-Kern"
"Verharding";"Klasse is IMBOR-Kern"
"taludsteilte";"Attribuut is IMBOR-Kern"
"wegvaknummer";"Attribuut is IMBOR-Kern"
"wegcategorie duurzaam veilig gedetailleerd";"Attribuut is IMBOR-Kern"
"draagkrachtig";"Attribuut is IMBOR-Kern"
"aan- of vrijliggend";"Attribuut is IMBOR-Kern"
"type rijstrook";"Attribuut is IMBOR-Kern"
"wegcategorie duurzaam veilig";"Attribuut is IMBOR-Kern"
"modaliteit";"Attribuut is IMBOR-Kern"
"verhoogde ligging";"Attribuut is IMBOR-Kern"
"maximale valhoogte";"Attribuut is IMBOR-Kern"
"omtrek";"Attribuut is IMBOR-Kern"
"wegnummer";"Attribuut is IMBOR-Kern"
"wegtype bestaand";"Attribuut is IMBOR-Kern"
"belasting";"Attribuut is IMBOR-Kern"
"oppervlakte";"Attribuut is IMBOR-Kern"
"type constructie";"Attribuut is IMBOR-Kern"
"zettingsgevoeligheid";"Attribuut is IMBOR-Kern"
"gebruiksfunctie";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
"hoogte";"Attribuut is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"werkelijke oppervlakte";"Attribuut is IMBOR-Kern"
"productiejaar";"Attribuut is IMBOR-Kern"
"Verkeersbord";"Klasse is IMBOR-Kern"
"CE-markering";"Attribuut is IMBOR-Kern"
"bord in functie";"Attribuut is IMBOR-Kern"
"letterhoogteklasse ondertekst";"Attribuut is IMBOR-Kern"
"ondertekst";"Attribuut is IMBOR-Kern"
"bordafmeting";"Attribuut is IMBOR-Kern"
"bordcode";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"opschrift";"Attribuut is IMBOR-Kern"
"letterhoogteklasse opschrift";"Attribuut is IMBOR-Kern"
"stijl opschrift";"Attribuut is IMBOR-Kern"
"reflectieklasse";"Attribuut is IMBOR-Kern"
"waarde";"Attribuut is IMBOR-Kern"
"Verkeersdrempel";"Klasse is IMBOR-Kern"
"ontwerpsnelheidsklasse";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"uitneembaar";"Attribuut is IMBOR-Kern"
"verend";"Attribuut is IMBOR-Kern"
"Verkeerseiland";"Klasse is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
"Verkeerslantaarn";"Klasse is IMBOR-Kern"
"bevestigingshoogte";"Attribuut is IMBOR-Kern"
"doorrijhoogte";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"knipperen";"Attribuut is IMBOR-Kern"
"lensdiameter";"Attribuut is IMBOR-Kern"
"Verkeersspiegel";"Klasse is IMBOR-Kern"
"Verzamelplaats";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Verzinkbare piramide";"Klasse is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"Verzorgingsplaats";"Klasse is IMBOR-Kern"
"Viaduct";"Klasse is IMBOR-Kern"
"modaliteit";"Attribuut is IMBOR-Kern"
"kilometrering eind";"Attribuut is IMBOR-Kern"
"kilometrering begin";"Attribuut is IMBOR-Kern"
"doorrijhoogte";"Attribuut is IMBOR-Kern"
"doorrijbreedte";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"afstand tot wegas";"Attribuut is IMBOR-Kern"
"wegnummer";"Attribuut is IMBOR-Kern"
"herbeoordeelde belastingklasse";"Attribuut is IMBOR-Kern"
"originele belastingklasse";"Attribuut is IMBOR-Kern"
"Vitrinekast";"Klasse is IMBOR-Kern"
"reclame";"Attribuut is IMBOR-Kern"
"Vlaggenmast";"Klasse is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"reclame";"Attribuut is IMBOR-Kern"
"Vlonder";"Klasse is IMBOR-Kern"
"anti-slip";"Attribuut is IMBOR-Kern"
"Voedersilo";"Klasse is IMBOR-Kern"
"Voegovergang";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"aanwezigheid asbest";"Attribuut is IMBOR-Kern"
"Voetpad";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
"aan- of vrijliggend";"Attribuut is IMBOR-Kern"
"Voorde";"Klasse is IMBOR-Kern"
"Voorzieningenpaal";"Klasse is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"Vuilvang";"Klasse is IMBOR-Kern"
"reinigingsfrequentie";"Attribuut is IMBOR-Kern"
"type reiniging";"Attribuut is IMBOR-Kern"
"drempelniveau";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Vuilwaterinnamestation";"Klasse is IMBOR-Kern"
"Vulpunt";"Klasse is IMBOR-Kern"
"Wachtplaatsvoorziening";"Klasse is IMBOR-Kern"
"Wachttijdvoorspeller";"Klasse is IMBOR-Kern"
"richtingnummer";"Attribuut is IMBOR-Kern"
"Wandarm";"Klasse is IMBOR-Kern"
"tilthoek";"Attribuut is IMBOR-Kern"
Waterbeheergebied - Klasse met attributen zijn exclusief SW: Volgens KlassenAttributen (de klasse + attributen zijn allen SW)
"Waterleiding";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Waterleidingput";"Klasse is IMBOR-Kern"
"Waterloopas";"Klasse is IMBOR-Kern"
"type vaarwater";"Attribuut is IMBOR-Kern"
"waternaam";"Attribuut is IMBOR-Kern"
Watermeterput - Term is exclusief SW: Staat niet in KlassenAttributen maar heeft wel exclusief Zoekingang Stedelijk Water
Waterniveaumeter - Klasse met attributen zijn exclusief SW: Volgens KlassenAttributen (de klasse + attributen zijn allen SW)
"Water";"Klasse is IMBOR-Kern"
"oppervlakte";"Attribuut is IMBOR-Kern"
"waternaam";"Attribuut is IMBOR-Kern"
"omtrek";"Attribuut is IMBOR-Kern"
"zoutgehalte";"Attribuut is IMBOR-Kern"
"Watertrap";"Klasse is IMBOR-Kern"
"Waterval";"Klasse is IMBOR-Kern"
"hoogte waterval";"Attribuut is IMBOR-Kern"
"Waterweg";"Klasse is IMBOR-Kern"
"Weegpunt";"Klasse is IMBOR-Kern"
"Weerstation";"Klasse is IMBOR-Kern"
"Weg";"Klasse is IMBOR-Kern"
"wegnummer";"Attribuut is IMBOR-Kern"
"wegindeling";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
"Wegas";"Klasse is IMBOR-Kern"
"verkeersrichting";"Attribuut is IMBOR-Kern"
"maximumsnelheidsklasse";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"rijrichting";"Attribuut is IMBOR-Kern"
"wegcategorie duurzaam veilig gedetailleerd";"Attribuut is IMBOR-Kern"
"wegcategorie duurzaam veilig";"Attribuut is IMBOR-Kern"
"modaliteit";"Attribuut is IMBOR-Kern"
"wegnummer";"Attribuut is IMBOR-Kern"
"openbare weg";"Attribuut is IMBOR-Kern"
"afritnummer";"Attribuut is IMBOR-Kern"
"hectometerpunt";"Attribuut is IMBOR-Kern"
"Wegberm";"Klasse is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
"Wegmarkering";"Klasse is IMBOR-Kern"
"reflectie";"Attribuut is IMBOR-Kern"
"CROW-richtlijn";"Attribuut is IMBOR-Kern"
"attentieverhogende markering";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"oppervlakte";"Attribuut is IMBOR-Kern"
"Wegvak";"Klasse is IMBOR-Kern"
"lengte";"Attribuut is IMBOR-Kern"
"kilometrering eind";"Attribuut is IMBOR-Kern"
"kilometrering begin";"Attribuut is IMBOR-Kern"
"wegvak tot";"Attribuut is IMBOR-Kern"
"wegvak van";"Attribuut is IMBOR-Kern"
"wegvaknummer";"Attribuut is IMBOR-Kern"
"wegnummer";"Attribuut is IMBOR-Kern"
"Werkgebied";"Klasse is IMBOR-Kern"
"Wifi-antenne";"Klasse is IMBOR-Kern"
"Wildsignalering";"Klasse is IMBOR-Kern"
"Windmeter";"Klasse is IMBOR-Kern"
"Windmolen";"Klasse is IMBOR-Kern"
"type bediening";"Attribuut is IMBOR-Kern"
"verfoppervlakte";"Attribuut is IMBOR-Kern"
"anti-graffiti voorziening";"Attribuut is IMBOR-Kern"
"huisnummer";"Attribuut is IMBOR-Kern"
"Windturbine";"Klasse is IMBOR-Kern"
"verfoppervlakte";"Attribuut is IMBOR-Kern"
"anti-graffiti voorziening";"Attribuut is IMBOR-Kern"
"huisnummer";"Attribuut is IMBOR-Kern"
"Windzak";"Klasse is IMBOR-Kern"
"Winkelgebied";"Klasse is IMBOR-Kern"
"Woongebied";"Klasse is IMBOR-Kern"
"Wrijfgording";"Klasse is IMBOR-Kern"
"aantal lagen gording";"Attribuut is IMBOR-Kern"
"Zichtmeter";"Klasse is IMBOR-Kern"
"richtingnummer";"Attribuut is IMBOR-Kern"
"Zitelement";"Klasse is IMBOR-Kern"
"aantal planken";"Attribuut is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"diameter";"Attribuut is IMBOR-Kern"
"verplaatsbaar";"Attribuut is IMBOR-Kern"
"Verkeerszone";"Klasse is IMBOR-Kern"
"verschijningsvorm";"Attribuut is IMBOR-Kern"
"Zonnepaneel";"Klasse is IMBOR-Kern"
"Zoutwaterleiding";"Klasse is IMBOR-Kern"
"Zweepmast";"Klasse is IMBOR-Kern"
"draaibaar";"Attribuut is IMBOR-Kern"
"doorrijhoogte";"Attribuut is IMBOR-Kern"
"Beheergebied";"Klasse is IMBOR-Kern"
"Bak";"Klasse is IMBOR-Kern"
"oppervlakte";"Attribuut is IMBOR-Kern"
"ledigingsfrequentie";"Attribuut is IMBOR-Kern"
"serienummer";"Attribuut is IMBOR-Kern"
"transponderlocatie";"Attribuut is IMBOR-Kern"
"transponder";"Attribuut is IMBOR-Kern"
"modelnaam";"Attribuut is IMBOR-Kern"
"verplaatsbaar";"Attribuut is IMBOR-Kern"
"gewicht vol";"Attribuut is IMBOR-Kern"
"gewicht leeg";"Attribuut is IMBOR-Kern"
"inhoud";"Attribuut is IMBOR-Kern"
"vorm";"Attribuut is IMBOR-Kern"
"breedte";"Attribuut is IMBOR-Kern"
